surface	gold_lemma	gold_asp	gold_ten	gold_mood	gold_gen	gold_num	gold_per	vtype	confidence	cpos	failure_type	n_predicted	pred_lemmas	file	line_no
दिया	दे	perfective			M	S	3	irregular	high	VM	wrong_features	5	दे|दी|दे|दि|दिय	fullnews_id_2547745_date_24_6_2004.dat	15
कर	कर					S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547745_date_24_6_2004.dat	28
था	था		past		M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547745_date_24_6_2004.dat	41
सराहा	सराह	perfective			M	S	3	participle	low	VM	wrong_features	1	सराह	fullnews_id_2547745_date_24_6_2004.dat	63
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547745_date_24_6_2004.dat	69
भेजे	भेज	perfective				S		participle	low	VM	wrong_features	1	भेज	fullnews_id_2547745_date_24_6_2004.dat	87
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547745_date_24_6_2004.dat	100
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2547747_date_24_6_2004.dat	10
हो	हो					P		unknown	none	VM	no_analysis	0		fullnews_id_2547747_date_24_6_2004.dat	14
थे	था		past		M	P		unknown	none	VM	no_analysis	0		fullnews_id_2547747_date_24_6_2004.dat	24
हो	हो					P		unknown	none	VM	no_analysis	0		fullnews_id_2547747_date_24_6_2004.dat	41
हो	हो					P		unknown	none	VM	no_analysis	0		fullnews_id_2547747_date_24_6_2004.dat	62
हो	हो					P		unknown	none	VM	no_analysis	0		fullnews_id_2547747_date_24_6_2004.dat	70
उखाड़कर	उखाड							unknown	none	VM	no_analysis	0		fullnews_id_2547747_date_24_6_2004.dat	79
लगाकर	लगा							unknown	none	VM	no_analysis	0		fullnews_id_2547747_date_24_6_2004.dat	82
रोक	रोक				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547747_date_24_6_2004.dat	85
छोड़कर	छोड़							unknown	none	VM	no_analysis	0		fullnews_id_2547747_date_24_6_2004.dat	107
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2547748_date_24_6_2004.dat	9
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547748_date_24_6_2004.dat	16
करते	कर	imperfective			M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2547748_date_24_6_2004.dat	53
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547748_date_24_6_2004.dat	58
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2547748_date_24_6_2004.dat	95
भेज	भेज				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547748_date_24_6_2004.dat	97
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2547749_date_24_6_2004.dat	2
ले	ले				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547749_date_24_6_2004.dat	9
करते	कर	imperfective			M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2547749_date_24_6_2004.dat	26
दिए	दे	perfective			M	S	3	irregular	high	VM	wrong_features	2	दे|दि	fullnews_id_2547749_date_24_6_2004.dat	28
देने	दे					P		participle	low	VM	wrong_features	2	दे|देन	fullnews_id_2547749_date_24_6_2004.dat	35
दिए	दे	perfective			M	S		irregular	high	VM	wrong_features	2	दे|दि	fullnews_id_2547749_date_24_6_2004.dat	59
थे	था		past		M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547749_date_24_6_2004.dat	63
थी	था		past		F	P		unknown	none	VM	no_analysis	0		fullnews_id_2547749_date_24_6_2004.dat	75
रखी	रख	perfective			F	P		participle	low	VM	wrong_features	1	रख	fullnews_id_2547749_date_24_6_2004.dat	79
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2547749_date_24_6_2004.dat	86
निकाल	निकाल				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547749_date_24_6_2004.dat	89
बताते	बता	imperfective			M	S		participle	low	VM	wrong_features	2	बता|बतात	fullnews_id_2547750_date_24_6_2004.dat	13
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2547750_date_24_6_2004.dat	15
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547750_date_24_6_2004.dat	21
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2547750_date_24_6_2004.dat	35
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547750_date_24_6_2004.dat	42
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547750_date_24_6_2004.dat	52
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2547750_date_24_6_2004.dat	58
मिला	मिला					S	3	participle	low	VM	wrong_lemma	1	मिल	fullnews_id_2547752_date_24_6_2004.dat	7
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547752_date_24_6_2004.dat	23
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547752_date_24_6_2004.dat	30
लगने	लग					S	3	participle	low	VM	wrong_features	2	लग|लगन	fullnews_id_2547752_date_24_6_2004.dat	36
करेगी	कर		future		F	S	3	finite	medium	VM	wrong_features	2	कर|करेग	fullnews_id_2547752_date_24_6_2004.dat	56
खोजे	खोज	perfective				S		participle	low	VM	wrong_features	1	खोज	fullnews_id_2547752_date_24_6_2004.dat	59
रखा	रख	perfective			M	S	3	participle	low	VM	wrong_features	1	रख	fullnews_id_2547752_date_24_6_2004.dat	63
मिला	मिल	perfective			M	S	3	participle	low	VM	wrong_features	1	मिल	fullnews_id_2547752_date_24_6_2004.dat	70
मिले	मिल	perfective				S	3	participle	low	VM	wrong_features	1	मिल	fullnews_id_2547752_date_24_6_2004.dat	74
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547752_date_24_6_2004.dat	79
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547752_date_24_6_2004.dat	96
होने	हो					S	3	participle	low	VM	wrong_features	2	हो|होन	fullnews_id_2547753_date_24_6_2004.dat	2
करेंगे	कर		future		M	P	3	finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2547753_date_24_6_2004.dat	11
हो	हो				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547753_date_24_6_2004.dat	20
होना	हो				M	S	3	participle	low	VM	wrong_features	2	हो|होन	fullnews_id_2547753_date_24_6_2004.dat	27
आजमा	आजमा				M	P	3	participle	low	VM	wrong_lemma	1	आजम	fullnews_id_2547753_date_24_6_2004.dat	37
करना	कर				M	S	3	participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2547753_date_24_6_2004.dat	56
हुआ	हो	perfective			M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547753_date_24_6_2004.dat	65
लड़	लड़				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547753_date_24_6_2004.dat	69
छोड़	छोड़				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547753_date_24_6_2004.dat	74
छोड़ी	छोड़	perfective			F	S	3	participle	low	VM	wrong_features	1	छोड़	fullnews_id_2547753_date_24_6_2004.dat	81
करना	कर				M	S	3	participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2547753_date_24_6_2004.dat	87
लड़	लड़				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547753_date_24_6_2004.dat	94
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547753_date_24_6_2004.dat	107
होगा	हो		future		M	S	3	participle	low	VM	wrong_lemma	1	होग	fullnews_id_2547753_date_24_6_2004.dat	113
बंटेगा	बंट		future		M	S	3	finite	medium	VM	wrong_features	2	बंट|बंटेग	fullnews_id_2547753_date_24_6_2004.dat	120
लड़	लड़				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547753_date_24_6_2004.dat	129
छोड़ी	छोड़	perfective			F	S	3	participle	low	VM	wrong_features	1	छोड़	fullnews_id_2547753_date_24_6_2004.dat	139
हो	हो				M	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547753_date_24_6_2004.dat	144
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2547753_date_24_6_2004.dat	149
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2547753_date_24_6_2004.dat	160
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2547753_date_24_6_2004.dat	174
कहा	कह	perfective			M	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2547753_date_24_6_2004.dat	185
करेंगी	कर		future		F	S	3	finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2547753_date_24_6_2004.dat	191
लगाया	लगा	perfective			M	S	3	participle	low	VM	wrong_features	2	लगा|लगाय	fullnews_id_2547754_date_24_6_2004.dat	15
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2547754_date_24_6_2004.dat	25
बढ़ाए	बढ़ा	perfective			M	S		participle	low	VM	wrong_features	1	बढ़ा	fullnews_id_2547754_date_24_6_2004.dat	42
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547754_date_24_6_2004.dat	54
था	था		past		M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547754_date_24_6_2004.dat	68
बरती	बरत	perfective			F	P		participle	low	VM	wrong_features	2	बर|बरत	fullnews_id_2547754_date_24_6_2004.dat	74
होता	हो	imperfective			M	S	3	participle	low	VM	wrong_features	2	हो|होत	fullnews_id_2547754_date_24_6_2004.dat	95
देते	दे	imperfective			M	S	3	participle	low	VM	wrong_features	2	दे|देत	fullnews_id_2547754_date_24_6_2004.dat	104
करके	कर							participle	low	VM	wrong_lemma	1	करक	fullnews_id_2547754_date_24_6_2004.dat	117
बना	बना							participle	low	VM	wrong_lemma	1	बन	fullnews_id_2547754_date_24_6_2004.dat	154
करेंगे	कर		future		M	S	3	finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2547754_date_24_6_2004.dat	170
सुलझा	सुलझा				M	S	3	participle	low	VM	wrong_lemma	1	सुलझ	fullnews_id_2547754_date_24_6_2004.dat	178
होने	हो					P		participle	low	VM	wrong_features	2	हो|होन	fullnews_id_2547754_date_24_6_2004.dat	186
आया	आ	perfective			M	S	3	participle	low	VM	wrong_lemma	1	आय	fullnews_id_2547754_date_24_6_2004.dat	195
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2547754_date_24_6_2004.dat	213
हुआ	हो	perfective			M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547754_date_24_6_2004.dat	223
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2547754_date_24_6_2004.dat	229
कर	कर				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	9
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	17
मारे	मार	perfective			M	P	3	participle	low	VM	wrong_features	1	मार	fullnews_id_2547756_date_24_6_2004.dat	44
थी	था		past		F	S		unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	55
घुस	घुस							unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	67
मार	मार							unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	70
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	72
काट	काट							unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	81
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2547756_date_24_6_2004.dat	82
थे	था		past		M	P		unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	88
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	98
मिल	मिल				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	107
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	115
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	124
कर	कर				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	133
पकड़ने	पकड							participle	low	VM	wrong_lemma	2	पकड़|पकड़न	fullnews_id_2547756_date_24_6_2004.dat	137
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547756_date_24_6_2004.dat	142
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2547757_date_24_6_2004.dat	9
कर	कर				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547757_date_24_6_2004.dat	19
दिया	दे	perfective			M	S	3	irregular	high	VM	wrong_features	5	दे|दी|दे|दि|दिय	fullnews_id_2547757_date_24_6_2004.dat	30
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2547757_date_24_6_2004.dat	41
हो	हो				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547757_date_24_6_2004.dat	67
होने	हो					P		participle	low	VM	wrong_features	2	हो|होन	fullnews_id_2547757_date_24_6_2004.dat	71
बढ़	बढ़				F	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547757_date_24_6_2004.dat	73
हो	हो				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547757_date_24_6_2004.dat	84
आकर	आ							unknown	none	VM	no_analysis	0		fullnews_id_2547757_date_24_6_2004.dat	88
मर	मर				M	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547757_date_24_6_2004.dat	89
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547757_date_24_6_2004.dat	102
होने	हो					P		participle	low	VM	wrong_features	2	हो|होन	fullnews_id_2547757_date_24_6_2004.dat	107
हो	हो				F	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547757_date_24_6_2004.dat	110
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2547757_date_24_6_2004.dat	120
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2547757_date_24_6_2004.dat	138
रखकर	रख							unknown	none	VM	no_analysis	0		fullnews_id_2547757_date_24_6_2004.dat	143
कराई	करा	perfective				P	3	participle	low	VM	wrong_features	1	करा	fullnews_id_2547757_date_24_6_2004.dat	147
किए	कर	perfective			M	P	3	irregular	high	VM	wrong_features	2	कर|कि	fullnews_id_2547757_date_24_6_2004.dat	159
चलेगा	चल		future		M	S	3	finite	medium	VM	wrong_features	2	चल|चलेग	fullnews_id_2547757_date_24_6_2004.dat	164
खिलाई	खिला	perfective			F	S	3	participle	low	VM	wrong_features	1	खिला	fullnews_id_2547757_date_24_6_2004.dat	181
आए	आ	perfective			M	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547757_date_24_6_2004.dat	188
देगी	दे		future		F	S	3	participle	low	VM	wrong_lemma	1	देग	fullnews_id_2547757_date_24_6_2004.dat	201
निकल	निकल					S		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	11
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	18
छूट	छूट					P		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	25
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2547786_date_25_6_2004.dat	31
दी	दे				F	S	3	irregular	high	VAUX	wrong_features	1	दे	fullnews_id_2547786_date_25_6_2004.dat	38
कही	कह	perfective			F	S	3	participle	low	VM	wrong_features	1	कह	fullnews_id_2547786_date_25_6_2004.dat	46
होकर	हो							unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	51
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2547786_date_25_6_2004.dat	63
चलने	चल					S	3	participle	low	VM	wrong_features	2	चल|चलन	fullnews_id_2547786_date_25_6_2004.dat	67
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	71
चलकर	चल							unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	75
रुकती	रुक	imperfective			F	S	3	participle	low	VM	wrong_features	2	रुक|रुकत	fullnews_id_2547786_date_25_6_2004.dat	79
बज	बज							unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	86
पहुंची	पहुंच	perfective			F	S	3	participle	low	VM	wrong_features	1	पहुंच	fullnews_id_2547786_date_25_6_2004.dat	95
जोड़ने	जोड़					P		participle	low	VM	wrong_features	2	जोड़|जोड़न	fullnews_id_2547786_date_25_6_2004.dat	101
निकल	निकल				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	103
निकल	निकल					S		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	108
हो	हो							unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	122
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	126
चलकर	चल							unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	131
रुक	रुक					S		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	132
हो	हो				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	140
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	148
पहुंची	पहुंच	perfective			F	S	3	participle	low	VM	wrong_features	1	पहुंच	fullnews_id_2547786_date_25_6_2004.dat	161
बज	बज				M			unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	175
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	178
हुई	हो	perfective			F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2547786_date_25_6_2004.dat	186
आ	आ					S		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	191
हिल	हिल					S		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	199
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	218
हो	हो							unknown	none	VM	no_analysis	0		fullnews_id_2547786_date_25_6_2004.dat	229
लिया	ले	perfective			M	S	3	irregular	high	VM	wrong_features	5	ले|ली|ले|लि|लिय	fullnews_id_2547786_date_25_6_2004.dat	234
दी	दे				F	S	3	irregular	high	VAUX	wrong_features	1	दे	fullnews_id_2547786_date_25_6_2004.dat	241
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2547786_date_25_6_2004.dat	247
आए	आ	perfective			M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	24
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	35
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	43
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2547787_date_25_6_2004.dat	48
हो	हो				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	57
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2547787_date_25_6_2004.dat	63
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	67
खो	खो				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	74
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	98
दे	दे				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	115
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	129
बांटने	बांट					S	3	participle	low	VM	wrong_features	2	बांट|बांटन	fullnews_id_2547787_date_25_6_2004.dat	134
की	कर	perfective			F	S	3	irregular	high	VM	wrong_features	1	कर	fullnews_id_2547787_date_25_6_2004.dat	149
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	155
आ	आ					S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	161
अपनाते	अपना	imperfective			M	S		participle	low	VM	wrong_features	2	अपना|अपनात	fullnews_id_2547787_date_25_6_2004.dat	177
छोड़	छोड़				M			unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	180
चाहते	चाह	imperfective			M	P	3	participle	low	VM	wrong_features	2	चाह|चाहत	fullnews_id_2547787_date_25_6_2004.dat	184
कर	कर				M	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	192
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2547787_date_25_6_2004.dat	201
पहुंचा	पहुंचा					S	3	participle	low	VM	wrong_lemma	1	पहुंच	fullnews_id_2547787_date_25_6_2004.dat	207
दिलाया	दिला	perfective			M	S	3	participle	low	VM	wrong_features	2	दिला|दिलाय	fullnews_id_2547787_date_25_6_2004.dat	213
देता	दे	imperfective			M	S	3	participle	low	VM	wrong_features	2	दे|देत	fullnews_id_2547787_date_25_6_2004.dat	219
लगेगा	लग		future		M	S	3	finite	medium	VM	wrong_features	2	लग|लगेग	fullnews_id_2547787_date_25_6_2004.dat	229
चला	चला				M	S	3	participle	low	VM	wrong_lemma	1	चल	fullnews_id_2547787_date_25_6_2004.dat	237
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	247
हो	हो				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	252
पहुंचे	पहुंच	perfective			M	P	3	participle	low	VM	wrong_features	1	पहुंच	fullnews_id_2547787_date_25_6_2004.dat	259
करने	कर					S	3	participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2547787_date_25_6_2004.dat	269
हों	हो							unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	273
था	था		past		M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	283
हो	हो							unknown	none	VM	no_analysis	0		fullnews_id_2547787_date_25_6_2004.dat	289
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	3
बचाए	बचा	perfective			M	S		participle	low	VM	wrong_features	1	बचा	fullnews_id_2547789_date_25_6_2004.dat	6
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2547789_date_25_6_2004.dat	11
करेगी	कर		future		F	S	3	finite	medium	VM	wrong_features	2	कर|करेग	fullnews_id_2547789_date_25_6_2004.dat	21
भेजा	भेज	perfective			M	S	3	participle	low	VM	wrong_features	1	भेज	fullnews_id_2547789_date_25_6_2004.dat	32
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	39
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	47
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	56
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	60
माना	मान	perfective			M	S	3	participle	low	VM	wrong_features	2	मा|मान	fullnews_id_2547789_date_25_6_2004.dat	69
बता	बता					S	3	participle	low	VM	wrong_lemma	1	बत	fullnews_id_2547789_date_25_6_2004.dat	72
करते	कर	imperfective			M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2547789_date_25_6_2004.dat	79
बनाए	बना	perfective				S		participle	low	VM	wrong_features	1	बना	fullnews_id_2547789_date_25_6_2004.dat	93
मिल	मिल				F	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	95
भेज	भेज				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	104
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	109
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	118
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	124
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	131
है	है		present			S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	137
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	145
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	162
दी	दे				F	S	3	irregular	high	VAUX	wrong_features	1	दे	fullnews_id_2547789_date_25_6_2004.dat	173
देखा	देख	perfective			M	S	3	participle	low	VM	wrong_features	1	देख	fullnews_id_2547789_date_25_6_2004.dat	184
बढ़	बढ़				F	P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547789_date_25_6_2004.dat	193
लगेगा	लग		future		M	S	3	finite	medium	VM	wrong_features	2	लग|लगेग	fullnews_id_2547789_date_25_6_2004.dat	204
बनाए	बना	perfective			M	S		participle	low	VM	wrong_features	1	बना	fullnews_id_2547789_date_25_6_2004.dat	208
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2547789_date_25_6_2004.dat	211
किया	कर	perfective			M	S	3	irregular	high	VM	wrong_features	5	कर|की|के|कि|किय	fullnews_id_2547790_date_25_6_2004.dat	6
थे	था		past		M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547790_date_25_6_2004.dat	17
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2547790_date_25_6_2004.dat	30
चाहता	चाह	imperfective			M	S	3	participle	low	VM	wrong_features	2	चाह|चाहत	fullnews_id_2547790_date_25_6_2004.dat	36
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547790_date_25_6_2004.dat	42
रहे	रह	perfective			M	S		participle	low	VM	wrong_features	1	रह	fullnews_id_2547790_date_25_6_2004.dat	50
की	कर	perfective			F	P		irregular	high	VM	wrong_features	1	कर	fullnews_id_2547790_date_25_6_2004.dat	64
दे	दे			subjunctive				unknown	none	VM	no_analysis	0		fullnews_id_2547790_date_25_6_2004.dat	81
बनाकर	बना							unknown	none	VM	no_analysis	0		fullnews_id_2547790_date_25_6_2004.dat	107
मिलकर	मिल							unknown	none	VM	no_analysis	0		fullnews_id_2547790_date_25_6_2004.dat	142
देते	दे	imperfective			M	P	3	participle	low	VM	wrong_features	2	दे|देत	fullnews_id_2547790_date_25_6_2004.dat	164
बीत	बीत					P		unknown	none	VM	no_analysis	0		fullnews_id_2547790_date_25_6_2004.dat	178
लगा	लगा				F	S		participle	low	VM	wrong_lemma	1	लग	fullnews_id_2547790_date_25_6_2004.dat	196
चाहते	चाह	imperfective			M	S	3	participle	low	VM	wrong_features	2	चाह|चाहत	fullnews_id_2547790_date_25_6_2004.dat	200
कर	कर				M	S	3	unknown	none	VM	no_analysis	0		fullnews_id_2547790_date_25_6_2004.dat	205
माना	मान	perfective			M	S	3	participle	low	VM	wrong_features	2	मा|मान	fullnews_id_2547790_date_25_6_2004.dat	239
हैं	है		present			P	3	unknown	none	VM	no_analysis	0		fullnews_id_2547790_date_25_6_2004.dat	245
