word	paradigm_class	confidence
महापुरुष	M2	certain
महापुष्प	F3	certain
महापौर	M2	certain
महाप्रज्वलन	F3	certain
महाप्रभु	F5	certain
महाप्रलय	F3	certain
महाप्रसाद	F3	certain
महाप्रस्थान	F3	certain
महाप्र्‍ष्ठ	F3	certain
महाबला	F2	certain
महाबोधि	M3	certain
महाब्राह्मण	M2	certain
महाभाष्य	M2	certain
महाभियोग	F3	certain
महाभूत	F3	certain
महामंडल	F3	certain
महामात्य	M2	certain
महामाया	F2	certain
महामारी	F1	certain
महामेधा	F2	certain
महामोह	F3	certain
महायात्रा	F2	certain
महायान	F3	certain
महायुग	F3	certain
महायुद्ध	F3	certain
महायुद्धपोत	M2	certain
महायुध	F3	certain
महायोगी	M3	certain
महायोगेश्वर	F3	certain
महारत	F3	certain
महारथ	F3	certain
महारथी	M3	certain
महाराज	M2	certain
महाराजा	M1	certain
महाराजाधिराज	M2	certain
महाराज्ञी	F1	heuristic
महाराणा	M1	certain
महारात्र	M2	certain
महारात्रि	F4	certain
महारानी	F1	heuristic
महाराष्ट्र	F3	certain
महाराष्ट्री	F1	heuristic
महारुद्र	M2	certain
महारोग	M2	certain
महारोगी	M3	certain
महार्घता	F2	certain
महार्णव	M2	certain
महार्‍तु	F5	certain
महालक्ष्मी	F1	certain
महालय	F3	certain
महालेखाकार	M2	certain
महावत	M2	certain
महावन	M2	certain
महावर	M2	certain
महावाक्यार्थ	M2	certain
महावाणिज्यदूत	M2	certain
महाविद्या	F2	certain
महाविद्यालय	M2	certain
महावीर_चक्र	M2	certain
महावीरचक्र	M2	certain
महावेग	M2	certain
महाव्रत	M2	certain
महाशंख	M2	certain
महाशक्ति	F4	certain
महाशय	M2	certain
महाशासन	M2	certain
महासंक्रांति	F4	certain
महासती	F1	certain
महासभा	F2	certain
महासभाई	M3	certain
महासम्मेलन	M2	certain
महासागर	F3	certain
महासाहस	F3	certain
महिमा	F2	certain
महिमाहीनता	M1	heuristic
महिम्न	F3	certain
महिला	F2	certain
महिष	F3	certain
महिषी	F1	certain
मही	F1	certain
महीना	M1	certain
महीनी	F1	heuristic
महीपुत्री	F1	certain
महुआ	M1	certain
महॅगाई	F1	certain
महेरी	F1	heuristic
महेश्वर	F3	certain
महेश्वरी	F1	certain
महोखा	M1	heuristic
महोगनी	F1	heuristic
महोत्सव	M2	certain
महोदधि	M3	certain
महोदय	M2	certain
महोदया	F2	certain
महोपाध्याय	F3	certain
महौषधि	F4	certain
माँग	F3	certain
माँगपत्र	M2	certain
माँझा	M1	heuristic
माँझी	F1	heuristic
माँठी	F1	heuristic
मांग	F3	certain
मांगपत्र	M2	certain
मांझी	F1	heuristic
मांस	F3	certain
मांसपेशी	F1	certain
मांसविक्रय	F3	certain
मांसविक्रयी	M3	certain
मांसव्र्‍द्धि	F4	certain
मांसोदन	F3	certain
माइक	M2	certain
माइक्रोफोन	F3	certain
माइनॉरिटी	M3	certain
माई	F1	heuristic
माखन	F3	certain
मागध	F3	certain
मागधा	F2	certain
मागधी	F1	certain
माघ	F3	certain
माचिस	F3	certain
माची	F1	heuristic
माछी	F1	heuristic
माजरा	M1	certain
माटी	F1	heuristic
माडल	M2	certain
माढा	M1	heuristic
माणवक	F3	certain
माणविका	F2	certain
मात	F3	certain
मातंग	F3	certain
मातंगी	F1	certain
मातम	F3	certain
मातमपुरसी	F1	certain
मातमी	F1	certain
मातहत	F3	certain
मातहती	F1	certain
माता	F2	certain
मातामह	F3	certain
मातामही	F1	certain
मातुल	M2	certain
मातुला	F2	certain
मातुलानी	F1	certain
मातुली	F1	heuristic
मातृका	M1	heuristic
मातृकोशिका	M1	heuristic
मातृभूमि	F4	heuristic
मात्रा	F2	certain
मात्र्‍कल्याणग्र्‍ह	F3	certain
मात्र्‍त्व	F3	certain
मात्र्‍पूजन	F3	certain
मात्र्‍भाषा	F2	certain
मात्र्‍भूमि	F4	certain
मात्र्‍मंडल	F3	certain
मात्र्‍यज्ञ	F3	certain
मात्र्‍वियोग	F3	certain
मात्र्‍स्तन्य	F3	certain
मात्र्‍हंता	M1	certain
मात्सर्य	F3	certain
माथा	M1	certain
माथापच्ची	F1	heuristic
माथुर	F3	certain
मादकता	F2	certain
मादविका	M1	heuristic
मादा	F2	certain
माधविका	M1	heuristic
माधवी	F1	certain
माधवीलता	F2	certain
माधुर्य	F3	certain
माध्यम	M2	certain
माध्यमिक_शिक्षा	F2	certain
माध्वी	F1	certain
मान	F3	certain
मानक	F3	certain
मानकीकरण	F3	certain
मानचित्रावली	F1	certain
मानदंड	F3	certain
मानदेय	F3	certain
मानपत्र	F3	certain
मानभंग	F3	certain
मानमनौअल	F3	certain
मानमनौती	F1	certain
मानमोचन	F3	certain
मानव	M2	certain
मानवता	F2	certain
मानवतावाद	F3	certain
मानववाद	F3	certain
मानवविज्ञान	F3	certain
मानवविज्ञानी	F1	heuristic
मानवशास्त्री	F1	heuristic
मानवाधिकारवादी	F1	heuristic
मानविकी	F1	certain
मानवीयता	M1	heuristic
मानस	F3	certain
मानसजप	F3	certain
मानसतीर्थ	F3	certain
मानसरोवर	M2	certain
मानसव्रत	F3	certain
मानसिकता	M1	heuristic
मानसून	F3	certain
मानहानि	F4	heuristic
मानिटर	M2	certain
मानिनी	F1	heuristic
मानी	F1	certain
मानुषिकता	M1	heuristic
मानुषी	F1	heuristic
मान्यता	F2	certain
मापक	F3	certain
मापदंड	F3	certain
मापनी	F1	heuristic
माफ	F3	certain
माफ़ी	F1	certain
माफिया	M1	heuristic
माफी	F1	certain
मामला	M1	certain
मामा	M1	certain
मामाजी	F1	heuristic
मामी	F1	certain
मायका	M1	certain
माया	F2	certain
मायाजाल	F3	certain
मायापति	M3	certain
मायापाश	F3	certain
मायाप्रयोग	F3	certain
मायामोह	F3	certain
मायाम्र्‍ग	F3	certain
मायायुद्ध	F3	certain
मायावती	F1	certain
मायावाद	F3	certain
मायाविता	F2	certain
मायाविनी	F1	heuristic
मायावी	F1	heuristic
मायूसी	F1	certain
मार	F3	certain
मारकाट	F3	certain
मारकीन	F3	certain
मारकेश	F3	certain
मारण	F3	certain
मारधाड़	M2	certain
मारपीट	F3	certain
मारफ़त	F3	certain
मारवाड़	F3	certain
मारवाडी	F1	heuristic
मारा	M1	heuristic
मारामारी	F1	certain
मारुत	F3	certain
मारुतात्मज	F3	certain
मारुति	M3	certain
मारूति	F4	heuristic
मार्क	F3	certain
मार्का	M1	certain
मार्केट	M2	certain
मार्ग	M2	certain
मार्गदर्शक	M2	certain
मार्गदर्शन	M2	certain
मार्गप्रदर्शक	M2	certain
मार्गबंध	F3	certain
मार्गरक्षक	F3	certain
मार्गशीर्ष	F3	certain
मार्गशोधक	F3	certain
मार्च	F3	certain
मार्जन	F3	certain
मार्जार	F3	certain
मार्जारी	F1	heuristic
मार्मिकता	F2	certain
मार्शल	M2	certain
मार्शलला	M1	certain
माल	M2	certain
मालकंगनी	F1	heuristic
मालगाड़ी	F1	certain
मालगुज़ार	F3	certain
मालगुज़ारी	F1	certain
मालगोदाम	M2	certain
मालघर	M2	certain
मालती	F1	certain
मालतीमाला	F2	certain
मालदह	F3	certain
मालदार	M2	certain
मालपूआ	M1	certain
मालपूवा	M1	heuristic
मालबाबू	M4	certain
माला	F2	certain
मालिक	M2	certain
मालिका	F2	certain
मालिकाना	M1	certain
मालिनि	F4	heuristic
मालिनी	F1	certain
मालिन्य	F3	certain
मालिश	F3	certain
माली	M3	certain
माल्य	F3	certain
माल्यजीवक	F3	certain
माल्यपुष्पिका	F2	certain
माल्यव्र्‍त्ति	M3	certain
माल्या	M1	heuristic
माल्यार्पण	F3	certain
मावा	M1	certain
माशा	M1	certain
माशूक़ानाअदा	F2	certain
मास	M2	certain
मासप्रवेश	F3	certain
मासफल	F3	certain
मासमान	F3	certain
मासा	M1	heuristic
मासांत	F3	certain
मासी	F1	certain
मासूक़ी	F1	certain
मासूख़ा	F2	certain
मासूम	M2	certain
मास्टर	M2	certain
मास्टरी	F1	certain
माहवार	F3	certain
माहवारी	F1	certain
माहात्म्य	F3	certain
माहिर	F3	certain
माही	F1	heuristic
माहेश्वर	F3	certain
माहेश्वरी	F1	certain
माहौल	F3	certain
मिक्सचर	F3	certain
मिचली	F1	heuristic
मिचौनी	F1	certain
मिचौली	F1	certain
मिज़ाज	F3	certain
मिज़ाजपुरसी	F1	certain
मिजाज	F3	certain
मिट्टी	F1	certain
मिट्ठी	F1	certain
मिठाई	F1	certain
मिठास	F3	certain
मिठीगोली	F1	heuristic
मिडल	M2	certain
मिडिलस्कूल	M2	certain
मितली	F1	certain
मितव्ययिता	F2	certain
मिति	F4	certain
मिती	F1	heuristic
मित्र	M2	certain
मित्रकर्म	F3	certain
मित्रता	F2	certain
मित्रभाव	F3	certain
मित्रभेद	F3	certain
मित्रराष्ट्र	M2	certain
मित्रलाभ	F3	certain
मित्रशक्ति	F4	certain
मित्रा	M1	heuristic
मिथिला	F2	certain
मिथिलापति	M3	certain
मिथुन	F3	certain
मिथुनीकरण	F3	certain
मिथुनीभाव	F3	certain
मिथ्याकोप	F3	certain
मिथ्याचार	M2	certain
मिथ्याजल्पित	F3	certain
मिथ्याज्ञान	F3	certain
मिथ्यात्व	F3	certain
मिथ्याद्र्‍ष्टि	F4	certain
मिथ्यानाम	F3	certain
मिथ्यापवाद	F3	certain
मिथ्यापुरुष	F3	certain
मिथ्याभियोग	F3	certain
मिथ्यामति	F4	certain
मिथ्यारोपण	F3	certain
मिथ्यावचन	M2	certain
मिथ्याव्याहार	F3	certain
मिथ्योपचार	F3	certain
मिनट	M2	certain
मिनिस्टर	M2	certain
मिन्नत	F3	certain
मियबीबी	M3	certain
मियाद	F3	certain
मियाना	M1	heuristic
मियानी	F1	heuristic
मिरगी	F1	certain
मिरचा	M1	heuristic
मिरची	F1	heuristic
मिरजई	F1	heuristic
मिर्गी	F1	certain
मिर्च	F3	certain
मिर्ची	F1	heuristic
मिल	F3	certain
मिलन	F3	certain
मिलनसरी	F1	heuristic
मिलनसारिता	M1	heuristic
मिलनसारी	F1	certain
मिलमजदूर	M2	certain
मिलमहाल	F3	certain
मिलमालिक	M2	certain
मिलवाई	F1	certain
मिलाई	F1	certain
मिलान	F3	certain
मिलानकेंद्र	M2	certain
मिलाप	F3	certain
मिलावट	F3	certain
मिलिटरी	F1	certain
मिलीजुली	F1	heuristic
मिलीभगत	F3	certain
मिल्कीयत	F3	certain
मिशन	F3	certain
मिशनरी	F1	certain
मिश्र	F3	certain
मिश्रजाति	F4	certain
मिश्रण	F3	certain
मिश्रधातु	F5	certain
मिश्रा	M1	heuristic
मिश्री	F1	heuristic
मिष्टान्न	F3	certain
मिसरी	F1	certain
मिसाल	F3	certain
मिस्टर	F3	certain
मिस्तरी	M3	certain
मिस्त्री	M3	certain
मिस्सी	F1	heuristic
मिहिर	F3	certain
मीआद	F3	certain
मीटर	M2	certain
मीटिंग	F3	certain
मीठा	M1	certain
मीठापन	M2	certain
मीडिया	F2	certain
मीन	M2	certain
मीनकार	M2	certain
मीनपंख	M2	certain
मीना	M1	heuristic
मीनाकारी	F1	certain
मीनार	F3	certain
मीमांसन	F3	certain
मीमांसा	F2	certain
मीयाद	F3	certain
मील	M2	certain
मुँगरा	M1	heuristic
मुँगौरी	F1	heuristic
मुँडेरा	M1	heuristic
मुँहासा	M1	heuristic
मुंजमेखला	F2	certain
मुंजमेखली	M3	certain
मुंडन	F3	certain
मुंडफल	F3	certain
मुंडमाला	F2	certain
मुंडमाली	M3	certain
मुंडा	M1	certain
मुंडी	F1	certain
मुंडेर	F3	certain
मुंशी	M3	certain
मुंसिफ	M2	certain
मुअक्किल	M2	certain
मुअत्तली	F1	certain
मुआइना	M1	certain
मुआफी	F1	certain
मुआयना	M1	certain
मुआवज़ा	M1	heuristic
मुआवजा	M1	certain
मुआव़अज़ा	M1	heuristic
मुआहिदा	M1	heuristic
मुकदमा	M1	certain
मुकद्दमा	M1	heuristic
मुकद्द्मा	M1	certain
मुकरी	F1	heuristic
मुक़दमा	M1	heuristic
मुक़द्दमा	M1	heuristic
मुक़ाबला	M1	certain
मुक़ाम	M2	certain
मुकाबला	M1	certain
मुकाबिला	M1	certain
मुकुट	M2	certain
मुकुर	M2	certain
मुकुल	M2	certain
मुकौटा	M1	certain
मुक्का	M1	certain
मुक्कामुक्की	F1	heuristic
मुक्की	F1	certain
मुक्केबाज	M2	certain
मुक्केबाज़ी	F1	certain
मुक्केबाजी	F1	certain
मुक्तकेशी	M3	certain
मुक्तनीति	F4	certain
मुक्तवाणिज्य	M2	certain
मुक्तवेणी	F1	certain
मुक्तव्यापार	M2	certain
मुक्तसार	M2	certain
मुक्ता	F2	certain
मुक्तावली	F1	certain
मुक्ति	F4	certain
मुक्तिक्षेत्र	M2	certain
मुक्तिदाता	M1	heuristic
मुक्तिधाम	M2	certain
मुक्तिमार्ग	M2	certain
मुक्तियुद्ध	M2	certain
मुक्तिलाभ	M2	certain
मुक्तिसेना	F2	certain
मुक्तिस्नान	M2	certain
मुख	M2	certain
मुखकमल	M2	certain
मुखकांति	F4	certain
मुखचित्र	M2	certain
मुखच्छद	M2	certain
मुखड़ा	M1	certain
मुखतारनामा	M1	heuristic
मुखदोष	M2	certain
मुखपत्र	M2	certain
मुखप्रसाद	M2	certain
मुखप्र्‍ष्ठ	M2	certain
मुखबंद	M2	certain
मुखभूषण	M2	certain
मुखमंडल	M2	certain
मुखमार्जन	M2	certain
मुखमोद	M2	certain
मुखरुचि	F4	certain
मुखरोधक	M2	certain
मुखलेप	M2	certain
मुखवाद्य	M2	certain
मुखशुद्धि	F4	certain
मुखस्राव	M2	certain
मुख़तार	M2	certain
मुख़तारनामा	M1	certain
मुख़तारी	F1	certain
मुख़बिर	M2	certain
मुख़ातिब	M2	certain
मुख़ालफ़त	M2	certain
मुखाकृति	F4	certain
मुखाक्र्‍ति	F4	certain
मुखाग्नि	F4	certain
मुखारविंद	M2	certain
मुखिया	M1	certain
मुखौटा	M1	certain
मुख्यग्रंथी	F1	certain
मुख्यता	F2	certain
मुख्यद्वार	M2	certain
मुख्यधारा	F2	certain
मुख्यनगर_अधिकारी	M3	certain
मुख्यनिर्वाचन_आयुक्त	M2	certain
मुख्यन्यायधिपति	M3	certain
मुख्यन्यायाधीश	M2	certain
मुख्यमंत्री	M3	certain
मुख्यरुप	M2	certain
मुख्यार्थ	M2	certain
मुख्यालय	M2	certain
मुखड़ा	M1	certain
मुगदर	M2	certain
मुगरा	M1	heuristic
मुगल	M2	certain
मुग्दर	M2	certain
मुग्धा	F2	certain
मुचकुंद	M2	certain
मुचलका	M1	certain
मुचुकुंद	M2	certain
मुच्छल	M2	certain
मुछंदर	M2	certain
मुछियल	M2	certain
मुछैल	M2	certain
मुछ्क्कड़	M2	certain
मुछड़	M2	certain
मुजरा	M1	certain
मुजरिम	M2	certain
मुजाहिद	M2	certain
मुटगी	F1	certain
मुटाई	F1	certain
मुटापा	M1	certain
मुट्ठा	M1	certain
मुट्ठी	F1	certain
मुठभेड़	M2	certain
मुठिया	F1	certain
मुठी	F1	heuristic
मुडिया	M1	heuristic
मुतबन्ना	M1	heuristic
मुदास्फीति	F4	heuristic
मुदिता	F2	certain
मुद्गर	M2	certain
मुद्दई	F1	certain
मुद्दत	F3	certain
मुद्दा	M1	certain
मुद्दालेह	M2	certain
मुद्रण	M2	certain
मुद्रणालय	M2	certain
मुद्रा	F2	certain
मुद्रांकन	M2	certain
मुद्राध्यक्ष	M2	certain
मुद्रास्फीति	F4	certain
मुद्रिका	F2	certain
मुनक़्क़ा	M1	heuristic
मुनक्का	M1	heuristic
मुनादी	F1	heuristic
मुनाफ़ा	M1	certain
मुनाफा	M1	certain
मुनाफाखोर	M2	certain
मुनाफाखोरी	F1	certain
मुनि	M2	certain
मुनिकन्या	F2	certain
मुनिकुमार	M2	certain
मुनिया	M1	heuristic
मुनींद	M2	certain
मुनीम	M2	certain
मुनीमी	F1	certain
मुबारक	F3	certain
मुबारकबाद	F3	certain
मुमाखी	F1	heuristic
मुमुक्षा	F2	certain
मुमूर्षा	F2	certain
मुम्बई	F1	heuristic
मुरई	F1	heuristic
मुरगा	M1	certain
मुरगी	F1	certain
मुरगीवाला	M1	certain
मुरचा	M1	heuristic
मुरदा	M1	certain
मुरदार	M2	certain
मुरब्बा	M1	certain
मुरमुरा	M1	heuristic
मुरलिया	M1	heuristic
मुरली	F1	certain
मुराद	F3	certain
मुरारी	M3	certain
मुरेठा	M1	heuristic
मुर्गा	M1	certain
मुर्गाबी	F1	heuristic
मुर्गी	F1	certain
मुर्चा	M1	heuristic
मुर्दनी	F1	heuristic
मुर्दा	M1	certain
मुर्रा	M1	heuristic
मुर्री	F1	heuristic
मुलजिम	M2	certain
मुलतानी	F1	heuristic
मुलम्मा	M1	heuristic
मुलाक़ात	F3	certain
मुलाक़ाती	M3	certain
मुलाकात	F3	certain
मुलाकाती	M3	certain
मुलाजिम	M2	certain
मुलायम	F3	certain
मुलेठी	F1	heuristic
मुल्क	M2	certain
मुल्ला	M1	certain
मुवक्कल	M2	certain
मुवक्किल	M2	certain
मुवैया	M1	certain
मुशल	M2	certain
मुश्किल	F3	certain
मुश्त	F3	certain
मुष्टि	F4	heuristic
मुष्टिका	M1	heuristic
मुसटी	F1	heuristic
मुसन्ना	M1	heuristic
मुसलमान	M2	certain
मुसलिम	M2	certain
मुसाफ़िर	M2	certain
मुसाफ़िरख़ाना	M1	certain
मुसाफिर	M2	certain
मुसाफिरखाना	M1	certain
मुसीबत	F3	certain
मुस्कराहट	F3	certain
मुस्कान	F3	certain
मुस्कुराहट	F3	certain
मुस्तैदी	F1	certain
मुस्लिम	M2	certain
मुहकमा	M1	heuristic
मुहताज	F3	certain
मुहब्बत	F3	certain
मुहर	F3	certain
मुहर्रम	F3	certain
मुहर्रमी	F1	certain
मुहलत	F3	certain
मुहल्ला	M1	certain
मुहाना	M1	certain
मुहावरा	M1	certain
मुहुपुची	F1	heuristic
मुहूर्त	M2	certain
मुॅडेरा	M1	certain
मुॅह	M2	certain
मुॅहचोरी	F1	certain
मुॅहजोरी	F1	certain
मुॅहदिखाई	F1	certain
मुॅहबोलीबहिन	F3	certain
मुॅहभराई	F1	certain
मुॅहासा	M1	certain
मूँगफली	F1	heuristic
मूँगा	M1	heuristic
मूंछ	F3	certain
मूखडा	M1	heuristic
मूठ	M2	certain
मूठी	F1	heuristic
मूढता	M1	heuristic
मूढ़ता	F2	certain
मूत्र	M2	certain
मूत्राशय	M2	certain
मूमफली	F1	heuristic
मूर्ख	M2	certain
मूर्खता	F2	certain
मूर्खमंडली	F1	certain
मूर्च्छा	F2	certain
मूर्छा	M1	heuristic
मूर्त_विधान	M2	certain
मूर्ति	F4	certain
मूर्तिकला	F2	certain
मूर्तिकार	M2	certain
मूर्तिपुजैया	M1	heuristic
मूर्तिपूजक	M2	certain
मूर्तिपूजा	F2	certain
मूर्तिपूजारी	F1	heuristic
मूर्तिविद्या	F2	certain
मूर्तीकरण	M2	certain
मूर्द्धा	M1	heuristic
मूर्द्धाभिषेक	M2	certain
मूर्धा	M1	heuristic
मूल	M2	certain
मूलकर्म	M2	certain
मूलकारण	M2	certain
मूलग्रंथ	M2	certain
मूलच्छेदन	M2	certain
मूलतत्त्व	M2	certain
मूलत्रिकोण	M2	certain
मूलधन	M2	certain
मूलपाठ	M2	certain
मूलपुरुष	M2	certain
मूलमंत्र	M2	certain
मूलव्याधि	F4	certain
मूलहठी	F1	heuristic
मूलाधार	M2	certain
मूलार्थ	M2	certain
मूलिका	F2	certain
मूली	F1	certain
मूल्य	M2	certain
मूल्यन	M2	certain
मूल्यनियंत्रण	M2	certain
मूल्यव्र्‍द्धि	F4	certain
मूल्यसूचकांक	M2	certain
मूल्यांकन	M2	certain
मूल्यापकर्ष	M2	certain
मूल्योत्कर्ष	M2	certain
मूष	M2	certain
मूषक	M2	certain
मूषिका	F2	certain
मूसल	M2	certain
मूॅग	F3	certain
मूॅगफली	F1	certain
मूॅगा	M1	certain
मूॅछ	F3	certain
मूॅडी	F1	certain
मृगछौना	M1	heuristic
मृगतृषा	M1	heuristic
मृगतृष्णा	M1	heuristic
मृगतृष्णिका	M1	heuristic
मृगनयनी	F1	heuristic
मृगया	M1	heuristic
मृगलोचना	M1	heuristic
मृगशिरा	M1	heuristic
मृगांडजा	M1	heuristic
मृगिनी	F1	heuristic
मृगी	F1	heuristic
मृतक	M2	certain
मृत्तिका	M1	heuristic
मृदंगिया	M1	heuristic
मृदंगी	F1	heuristic
मृदा	M1	heuristic
मॅगनी	F1	certain
मॅजाई	F1	certain
मेंगनी	F1	heuristic
मेंडरा	M1	heuristic
मेंड़	M2	certain
मेंढक	M2	certain
मेंबर	M2	certain
मेंबरी	F1	certain
मेंह	M2	certain
मेंहदी	F1	heuristic
मेख	M2	certain
मेखला	F2	certain
मेघ	M2	certain
मेघकाल	M2	certain
मेघगर्जन	M2	certain
मेघगर्जना	F2	certain
मेघचिंतक	M2	certain
मेघजीवन	F3	certain
मेघज्योति	F4	certain
मेघडंबर	F3	certain
मेघदूत	F3	certain
मेघद्वार	F3	certain
मेघनाद	F3	certain
मेघमंडल	F3	certain
मेघमाला	F2	certain
मेघागम	F3	certain
मेघाडंबर	M2	certain
मेज	M2	certain
मेजपोश	M2	certain
मेजबानी	F1	heuristic
मेजर	F3	certain
मेजरजेनरल	F3	certain
मेज़	F3	certain
मेज़पोश	M2	certain
मेज़बानी	F1	heuristic
मेट	F3	certain
मेडल	M2	certain
मेडा	M1	heuristic
मेडिकल	F3	certain
मेडिसिन	F3	certain
मेढक	M2	certain
मेढकी	F1	certain
मेढ़ा	M1	certain
मेढा	M1	heuristic
मेथिका	M1	heuristic
मेथी	F1	certain
मेदिनी	F1	certain
मेध	F3	certain
मेधा	M1	certain
मेनका	F2	certain
मेम	M2	certain
मेमना	M1	certain
मेमरी	F1	heuristic
मेमसाहबा	F2	certain
मेमोरियल	F3	certain
मेमोरी	F1	heuristic
मेयर	F3	certain
मेरु	M4	certain
मेरुदंड	F3	certain
मेरुदंडी	F1	heuristic
मेरुयंत्र	F3	certain
मेरुशिखर	F3	certain
मेरूरज्जा	M1	heuristic
मेल	M2	certain
मेलट्रेन	F3	certain
मेलन	F3	certain
मेला	M1	certain
मेलाठेला	M1	certain
मेलापक	F3	certain
मेवा	M1	certain
मेवाटी	F1	heuristic
मेवाड़	F3	certain
मेष	F3	certain
मेषकंबल	F3	certain
मेषपाल	F3	certain
मेषपालक	F3	certain
मेषसंक्रांति	F4	certain
मेषी	F1	heuristic
मेस	M2	certain
मेहँदी	F1	heuristic
मेहतर	M2	certain
मेहतरानी	F1	certain
मेहनत	F3	certain
मेहनताना	M1	certain
मेहनती	M3	certain
मेहमान	M2	certain
मेहमानदारी	F1	certain
मेहमाननवाज़ी	F1	certain
मेहमानी	F1	certain
मेहरबान	M2	certain
मेहरबानी	F1	certain
मेहराब	F3	certain
मेहरी	F1	certain
मेहॅदी	F1	certain
मेज़	M2	certain
मैंज़	M2	certain
मैका	M1	heuristic
मैगजीन	M2	certain
मैच	M2	certain
मैजोरिटी	F1	heuristic
मैत्री	F1	certain
मैत्रेय	F3	certain
मैत्रेयी	F1	heuristic
मैथिली	F1	certain
मैथुन	F3	certain
मैदा	F2	certain
मैदान	M2	certain
मैदानेजंग	F3	certain
मैना	F2	certain
मैनाक	F3	certain
मैनी	F1	heuristic
मैनेजर	M2	certain
मैयत	F3	certain
मैया	M1	heuristic
मैरा	M1	heuristic
मैल	F3	certain
मैला	M1	certain
मॉडल	M2	certain
मोVडल	F3	certain
मोंगरा	M1	heuristic
मोक्ष	F3	certain
मोक्षद्वार	F3	certain
मोक्षशास्त्र	F3	certain
मोक्षसाधन	F3	certain
मोखा	M1	heuristic
मोगरा	M1	certain
मोच	F3	certain
मोचन	F3	certain
मोची	M3	certain
मोज़ा	M1	heuristic
मोजा	M1	certain
मोटर	F3	certain
मोटरकार	F3	certain
मोटरड्राइवर	F3	certain
मोटरबोट	F3	certain
मोटरलारी	F1	certain
मोटरसाइकिल	F3	certain
मोटरी	F1	heuristic
मोटा	M1	certain
मोटाअसामी	M3	certain
मोटाई	F1	certain
मोटापा	M1	certain
मोटीअकल	F3	certain
मोटीआवाज़	F3	certain
मोटीबात	F3	certain
मोड़	M2	certain
मोड़तोड़	F3	certain
मोढ़ा	M1	certain
मोढा	M1	heuristic
मोती	F1	certain
मोतीचूर	F3	certain
मोदक	M2	certain
मोदन	F3	certain
मोदी	F1	heuristic
मोनिया	M1	heuristic
मोबाइल	M2	certain
मोम	F3	certain
मोमजामा	M1	certain
मोमबत्ती	F1	certain
मोमी	F1	certain
मोयन	F3	certain
मोर	M2	certain
मोरचा	M1	certain
मोरचाबंदी	F1	certain
मोरनी	F1	certain
मोरी	F1	certain
मोर्चा	M1	certain
मोल	M2	certain
मोलभाव	M2	certain
मोह	F3	certain
मोहताज	F3	certain
मोहन	F3	certain
मोहनभोग	F3	certain
मोहनमाला	M1	heuristic
मोहनिद्रा	F2	certain
मोहनिशा	F2	certain
मोहनी	F1	certain
मोहपाश	F3	certain
मोहब्बत	F3	certain
मोहभंग	F3	certain
मोहमंत्र	F3	certain
मोहर	F3	certain
मोहरा	M1	certain
मोहरात्रि	F4	certain
मोहरी	F1	certain
मोहलत	F3	certain
मोहल्ला	M1	certain
मोहिनी	F1	heuristic
मौंजी	F1	certain
मौंजीबंध	F3	certain
मौंजीबंधन	F3	certain
मौका	M1	certain
मौखिकपरीक्षा	F2	certain
मौज	F3	certain
मौज़ुदगी	F1	heuristic
मौजूदगी	F1	certain
मौत	F3	certain
मौन	F3	certain
मौनभंग	F3	certain
मौनव्रत	F3	certain
मौनी	F1	certain
मौर	F3	certain
मौरिसिरी	F1	certain
मौरी	F1	certain
मौलवी	M3	certain
मौलसिरी	M3	certain
मौला	M1	certain
मौलिकता	F2	certain
मौली	M3	certain
मौसम	M2	certain
मौसा	M1	certain
मौसिहर	M2	certain
मौसी	F1	certain
मौक़ा	M1	certain
म्यान	F3	certain
म्युनिसिपल	F3	certain
म्यूज़ियम	M2	certain
म्यूनिसिपैलिटी	F1	certain
म्यूनिसिस्पैलिट्	F1	certain
म्र्‍ग	M2	certain
म्र्‍गकानन	F3	certain
म्र्‍गछाला	F2	certain
म्र्‍गत्र्‍ष्णा	F2	certain
म्र्‍गदाव	F3	certain
म्र्‍गनयनी	F1	certain
म्र्‍गनाभि	M3	certain
म्र्‍गनेत्रा	F2	certain
म्र्‍गपति	M3	certain
म्र्‍गमद	F3	certain
म्र्‍गया	F2	certain
म्र्‍गलोचनी	F1	certain
म्र्‍गवाहन	M2	certain
म्र्‍गाजिन	F3	certain
म्र्‍णाल	F3	certain
म्र्‍णालिका	F2	certain
म्र्‍णालिनी	F1	certain
म्र्‍णाली	F1	certain
म्र्‍ण्पात्र	F3	certain
म्र्‍त	F3	certain
म्र्‍तक	M2	certain
म्र्‍तभर्त्र्‍का	F2	certain
म्र्‍तसंजीवनी	F1	certain
म्र्‍त्तिका	F2	certain
म्र्‍त्य	F3	certain
म्र्‍त्यु	F5	certain
म्र्‍त्युकाल	F3	certain
म्र्‍त्युदंड	F3	certain
म्र्‍त्युदूत	M2	certain
म्र्‍त्युनाशक	F3	certain
म्र्‍त्युयोग	F3	certain
म्र्‍त्युलोक	F3	certain
म्र्‍त्युशय्या	F2	certain
म्र्‍दंग	F3	certain
म्र्‍दा	F2	certain
म्र्‍दिनी	F1	certain
म्र्‍दु	F5	certain
म्र्‍दुता	F2	certain
म्लेच्छ	M2	certain
म्लेच्छजाति	F4	certain
म्लेच्छदेश	M2	certain
म्लेच्छभोजन	F3	certain
मक़बरा	M1	certain
मख़मल	M2	certain
मज़दूर	M2	certain
