surface	gold_lemma	gold_asp	gold_ten	gold_mood	gold_gen	gold_num	gold_per	vtype	confidence	cpos	failure_type	n_predicted	pred_lemmas	file	line_no
रखते	रख				M	S		participle	low	VM	wrong_features	2	रख|रखत	fullnews_id_2547799_date_25_6_2004.dat	108
टाल	टाल				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2547799_date_25_6_2004.dat	112
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2547799_date_25_6_2004.dat	194
कर	कर				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2547799_date_25_6_2004.dat	207
देखते	देख				M	S		participle	low	VM	wrong_features	2	देख|देखत	fullnews_id_2547799_date_25_6_2004.dat	239
रोक	रोक					S		unknown	none	VM	no_analysis	0		fullnews_id_2547799_date_25_6_2004.dat	245
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	9
चले	चल				M	S		participle	low	VM	wrong_features	1	चल	fullnews_id_2547849_date_25_6_2004.dat	13
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	19
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	33
करने	कर				F	S		participle	low	VM	wrong_features	2	कर|करन	fullnews_id_2547849_date_25_6_2004.dat	41
हैं	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	48
पहुंचे	पहुंच				M	S		participle	low	VM	wrong_features	1	पहुंच	fullnews_id_2547849_date_25_6_2004.dat	53
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2547849_date_25_6_2004.dat	58
किए	कर				M	S		irregular	high	VM	wrong_features	2	कर|कि	fullnews_id_2547849_date_25_6_2004.dat	73
होगा	हो				M	S		participle	low	VM	wrong_lemma	1	होग	fullnews_id_2547849_date_25_6_2004.dat	112
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	131
पूछे	पूछ					S		participle	low	VM	wrong_features	1	पूछ	fullnews_id_2547849_date_25_6_2004.dat	148
करेंगे	कर				M	S		finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2547849_date_25_6_2004.dat	160
हैं	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	177
रहीं	रह				F	S		participle	low	VM	wrong_features	1	रह	fullnews_id_2547849_date_25_6_2004.dat	188
हैं	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	205
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	209
थे	था				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	241
लगा	लगा				F	S		participle	low	VM	wrong_lemma	1	लग	fullnews_id_2547849_date_25_6_2004.dat	266
हटाकर	हटा							unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	273
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	275
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	280
दौड़	दौड़					S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	296
किए	कर					S		irregular	high	VM	wrong_features	2	कर|कि	fullnews_id_2547849_date_25_6_2004.dat	303
थी	था				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	316
ले	ले				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	323
रूठ	रूठ				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	347
बन	बन				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2547849_date_25_6_2004.dat	351
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	7
की	कर				F	P		irregular	high	VM	wrong_features	1	कर	fullnews_id_2550139_date_25_6_2004.dat	10
होने	हो					P		participle	low	VM	wrong_features	2	हो|होन	fullnews_id_2550139_date_25_6_2004.dat	38
होगी	हो				F	S		participle	low	VM	wrong_lemma	1	होग	fullnews_id_2550139_date_25_6_2004.dat	64
मानने	मान					P		participle	low	VM	wrong_features	2	मान|मानन	fullnews_id_2550139_date_25_6_2004.dat	84
होगा	हो				M	S		participle	low	VM	wrong_lemma	1	होग	fullnews_id_2550139_date_25_6_2004.dat	93
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	97
करेंगे	कर				M	S		finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2550139_date_25_6_2004.dat	102
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	126
आई	आ				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	136
लगा	लगा				M	P		participle	low	VM	wrong_lemma	1	लग	fullnews_id_2550139_date_25_6_2004.dat	141
था	था				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	146
दिखा	दिखा				F	S		participle	low	VM	wrong_lemma	1	दिख	fullnews_id_2550139_date_25_6_2004.dat	151
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	156
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2550139_date_25_6_2004.dat	159
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	163
थी	था				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	168
थे	था				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	194
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	201
पहुंच	पहुंच					P		unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	209
होंगे	हो				M	P		participle	low	VM	wrong_lemma	1	होंग	fullnews_id_2550139_date_25_6_2004.dat	224
कहते	कह				M	S		participle	low	VM	wrong_features	2	कह|कहत	fullnews_id_2550139_date_25_6_2004.dat	229
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550139_date_25_6_2004.dat	239
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	11
रहने	रह				M	P		participle	low	VM	wrong_features	2	रह|रहन	fullnews_id_2550140_date_25_6_2004.dat	30
हुए	हो				M	S		participle	low	VM	wrong_lemma	2	हू|हु	fullnews_id_2550140_date_25_6_2004.dat	43
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	47
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2550140_date_25_6_2004.dat	54
हुए	हो				M	P		participle	low	VM	wrong_lemma	2	हू|हु	fullnews_id_2550140_date_25_6_2004.dat	69
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	73
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	90
आया	आ				M	S		participle	low	VM	wrong_lemma	1	आय	fullnews_id_2550140_date_25_6_2004.dat	99
आया	आ				M	S		participle	low	VM	wrong_lemma	1	आय	fullnews_id_2550140_date_25_6_2004.dat	106
था	था				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	114
थी	था				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	153
हो	हो				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	161
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	168
जानकर	जान							unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	174
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2550140_date_25_6_2004.dat	176
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	181
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	186
थी	था				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	191
थी	था				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	196
आकर	आ							unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	207
निकल	निकल					P		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	213
रोक	रोक					S		unknown	none	VM	no_analysis	0		fullnews_id_2550140_date_25_6_2004.dat	220
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	34
हुए	हो				M	S		participle	low	VM	wrong_lemma	2	हू|हु	fullnews_id_2550142_date_25_6_2004.dat	41
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	44
बुलाए	बुला				M	S		participle	low	VM	wrong_features	1	बुला	fullnews_id_2550142_date_25_6_2004.dat	49
रखने	रख					P		participle	low	VM	wrong_features	2	रख|रखन	fullnews_id_2550142_date_25_6_2004.dat	62
था	था				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	77
बनाकर	बना							unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	102
थी	था				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	121
हुए	हो				M	S		participle	low	VM	wrong_lemma	2	हू|हु	fullnews_id_2550142_date_25_6_2004.dat	139
सौंप	सौंप				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	157
थी	था				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	162
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	169
सौंपकर	सौंप							unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	195
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	198
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	206
था	था				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	212
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	219
हुए	हो				M	S		participle	low	VM	wrong_lemma	2	हू|हु	fullnews_id_2550142_date_25_6_2004.dat	224
देखकर	देख							unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	248
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	252
रखने	रख					P		participle	low	VM	wrong_features	2	रख|रखन	fullnews_id_2550142_date_25_6_2004.dat	261
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2550142_date_25_6_2004.dat	269
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	285
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2550142_date_25_6_2004.dat	295
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	309
रहने	रह					P		participle	low	VM	wrong_features	2	रह|रहन	fullnews_id_2550142_date_25_6_2004.dat	320
हो	हो				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	323
रहने	रह					P		participle	low	VM	wrong_features	2	रह|रहन	fullnews_id_2550142_date_25_6_2004.dat	333
हो	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	336
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	341
कर	कर				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	356
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550142_date_25_6_2004.dat	364
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2550146_date_25_6_2004.dat	5
आता	आ				M	S		participle	low	VM	wrong_lemma	1	आत	fullnews_id_2550146_date_25_6_2004.dat	11
आए	आ				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2550146_date_25_6_2004.dat	66
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550146_date_25_6_2004.dat	76
रहते	रह				M	S		participle	low	VM	wrong_features	2	रह|रहत	fullnews_id_2550147_date_25_6_2004.dat	5
बढ़ाने	बढ़ा					P		participle	low	VM	wrong_features	2	बढ़ा|बढ़ान	fullnews_id_2550147_date_25_6_2004.dat	15
देगा	दे				M	S		participle	low	VM	wrong_lemma	1	देग	fullnews_id_2550147_date_25_6_2004.dat	20
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	25
पहुंच	पहुंच				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	50
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	66
किए	कर					S		irregular	high	VM	wrong_features	2	कर|कि	fullnews_id_2550147_date_25_6_2004.dat	78
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	80
बढ़ा	बढ़ा							participle	low	VM	wrong_lemma	1	बढ़	fullnews_id_2550147_date_25_6_2004.dat	95
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	109
किए	कर				M	S		irregular	high	VM	wrong_features	2	कर|कि	fullnews_id_2550147_date_25_6_2004.dat	115
गए	जा				M	S		irregular	high	VM	wrong_features	1	जा	fullnews_id_2550147_date_25_6_2004.dat	118
होने	हो				F	S		participle	low	VM	wrong_features	2	हो|होन	fullnews_id_2550147_date_25_6_2004.dat	128
करेंगे	कर				M	S		finite	medium	VM	wrong_features	2	कर|करेंग	fullnews_id_2550147_date_25_6_2004.dat	155
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	180
किए	कर					S		irregular	high	VM	wrong_features	2	कर|कि	fullnews_id_2550147_date_25_6_2004.dat	189
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	191
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	196
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2550147_date_25_6_2004.dat	201
हुए	हो				M	S		participle	low	VM	wrong_lemma	2	हू|हु	fullnews_id_2550147_date_25_6_2004.dat	217
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	239
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	242
ले	ले							unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	268
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550147_date_25_6_2004.dat	273
चल	चल					P		unknown	none	VM	no_analysis	0		fullnews_id_2550152_date_25_6_2004.dat	5
बन	बन				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550152_date_25_6_2004.dat	50
हो	हो				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2550152_date_25_6_2004.dat	61
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550152_date_25_6_2004.dat	69
बन	बन				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550152_date_25_6_2004.dat	77
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2550152_date_25_6_2004.dat	84
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2550152_date_25_6_2004.dat	89
देगी	दे					S		participle	low	VAUX	wrong_lemma	1	देग	fullnews_id_2550152_date_25_6_2004.dat	111
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2550152_date_25_6_2004.dat	154
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550152_date_25_6_2004.dat	174
आ	आ				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550152_date_25_6_2004.dat	181
हो	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550152_date_25_6_2004.dat	209
जुड़	जुड़					P		unknown	none	VM	no_analysis	0		fullnews_id_2550152_date_25_6_2004.dat	221
उतर	उतर					P		unknown	none	VM	no_analysis	0		fullnews_id_2550153_date_25_6_2004.dat	9
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2550153_date_25_6_2004.dat	21
हो	हो					S		unknown	none	VM	no_analysis	0		fullnews_id_2550153_date_25_6_2004.dat	28
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2550154_date_25_6_2004.dat	5
रेत	रेत							unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	12
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	14
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	31
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	42
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	47
सटे	सट				M	S		participle	low	VM	wrong_features	1	सट	fullnews_id_2550154_date_25_6_2004.dat	63
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	77
देखकर	देख							unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	116
बांध	बांध				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	123
बंधी	बँध				F	P		participle	low	VM	wrong_lemma	1	बंध	fullnews_id_2550154_date_25_6_2004.dat	130
NULL	'							unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	136
खोदकर	खोद							unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	146
दबा	दबा				M	S		participle	low	VM	wrong_lemma	1	दब	fullnews_id_2550154_date_25_6_2004.dat	148
था	था				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	154
रेत	रेत					P		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	161
कटी	कट				F	P		participle	low	VM	wrong_features	1	कट	fullnews_id_2550154_date_25_6_2004.dat	167
थे	था				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	200
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	225
बिछा	बिछा					S		participle	low	VM	wrong_lemma	1	बिछ	fullnews_id_2550154_date_25_6_2004.dat	230
बैठकर	बैठ							unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	240
था	था				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	254
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	261
थे	था				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	283
आया	आ				M	S		participle	low	VM	wrong_lemma	1	आय	fullnews_id_2550154_date_25_6_2004.dat	292
छोड़	छोड़					S		unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	300
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2550154_date_25_6_2004.dat	330
गए	जा				M	S		irregular	high	VM	wrong_features	1	जा	fullnews_id_2550154_date_25_6_2004.dat	339
लगा	लगा					S		participle	low	VM	wrong_lemma	1	लग	fullnews_id_2550154_date_25_6_2004.dat	343
मानते	मान				M	S		participle	low	VM	wrong_features	2	मान|मानत	fullnews_id_2550155_date_25_6_2004.dat	28
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2550155_date_25_6_2004.dat	40
मिल	मिल				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550155_date_25_6_2004.dat	43
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2550155_date_25_6_2004.dat	58
कर	कर					S		unknown	none	VM	no_analysis	0		fullnews_id_2550155_date_25_6_2004.dat	116
चाहते	चाह				M	S		participle	low	VM	wrong_features	2	चाह|चाहत	fullnews_id_2550155_date_25_6_2004.dat	127
लेते	ले				M	S		participle	low	VM	wrong_features	2	ले|लेत	fullnews_id_2550155_date_25_6_2004.dat	140
लेंगे	ले				M	S		irregular	high	VM	wrong_features	2	ले|लेंग	fullnews_id_2550221_date_26_6_2004.dat	22
कर	कर							unknown	none	VM	no_analysis	0		fullnews_id_2550221_date_26_6_2004.dat	36
बरतते	बरत				M	S		participle	low	VM	wrong_features	2	बरत|बरतत	fullnews_id_2550221_date_26_6_2004.dat	61
बढ़ा	बढ़ा				F	S		participle	low	VM	wrong_lemma	1	बढ़	fullnews_id_2550221_date_26_6_2004.dat	66
आने	आ					P		participle	low	VM	wrong_lemma	1	आन	fullnews_id_2550221_date_26_6_2004.dat	69
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2550221_date_26_6_2004.dat	74
देखते	देख				M	S		participle	low	VM	wrong_features	2	देख|देखत	fullnews_id_2550221_date_26_6_2004.dat	83
कर	कर				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550221_date_26_6_2004.dat	87
कर	कर				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2550221_date_26_6_2004.dat	92
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550221_date_26_6_2004.dat	98
फैले	फैल				M	S		participle	low	VM	wrong_features	1	फैल	fullnews_id_2550226_date_26_6_2004.dat	4
करते	कर				M	S		participle	low	VM	wrong_features	2	कर|करत	fullnews_id_2550226_date_26_6_2004.dat	7
हैं	है					P		unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	37
मिली	मिल				F	P		participle	low	VM	wrong_features	1	मिल	fullnews_id_2550226_date_26_6_2004.dat	90
मिली	मिल				F	P		participle	low	VM	wrong_features	1	मिल	fullnews_id_2550226_date_26_6_2004.dat	110
किए	कर				M	S		irregular	high	VM	wrong_features	2	कर|कि	fullnews_id_2550226_date_26_6_2004.dat	134
मारकर	मार							unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	150
की	कर				F	P		irregular	high	VM	wrong_features	1	कर	fullnews_id_2550226_date_26_6_2004.dat	154
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	171
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	203
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	219
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	222
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	225
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	228
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	231
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	234
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	237
NULL	null							unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	240
मिलकर	मिल							unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	265
हैं	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	271
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550226_date_26_6_2004.dat	357
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	24
हो	हो				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	40
हो	हो				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	46
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	58
लेकर	ले							unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	62
होगी	हो				F	S		participle	low	VM	wrong_lemma	1	होग	fullnews_id_2550227_date_26_6_2004.dat	67
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	72
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	93
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	98
माँग	माँग				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	115
लिखित	लिख							unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	121
मांगने	माँग							participle	low	VM	wrong_lemma	2	मांग|मांगन	fullnews_id_2550227_date_26_6_2004.dat	123
बढ़	बढ़					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	126
लिखित	लिख							unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	128
मिलकर	मिल							unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	134
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	146
हुई	हो				F	S		participle	low	VM	wrong_lemma	1	हु	fullnews_id_2550227_date_26_6_2004.dat	181
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	188
कर	कर				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	196
मिल	मिल					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	203
किए	कर					S		irregular	high	VM	wrong_features	2	कर|कि	fullnews_id_2550227_date_26_6_2004.dat	208
निभाने	निभा					P		participle	low	VM	wrong_features	2	निभा|निभान	fullnews_id_2550227_date_26_6_2004.dat	211
लिखित	लिख							unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	224
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	238
माँग	माँग				F	S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	257
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	263
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	268
लिखित	लिख							unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	270
चला	चला					S		participle	low	VM	wrong_lemma	1	चल	fullnews_id_2550227_date_26_6_2004.dat	281
करवा	करवा				M	S		participle	low	VM	wrong_lemma	1	करव	fullnews_id_2550227_date_26_6_2004.dat	286
थे	था				M	P		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	296
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	302
आ	आ				M	S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	309
चला	चला					S		participle	low	VM	wrong_lemma	1	चल	fullnews_id_2550227_date_26_6_2004.dat	317
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	323
मिलाकर	मिला							unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	327
टिकी	टिक				F	P		participle	low	VM	wrong_features	1	टिक	fullnews_id_2550227_date_26_6_2004.dat	335
लिखित	लिख							unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	350
है	है					S		unknown	none	VM	no_analysis	0		fullnews_id_2550227_date_26_6_2004.dat	361
